date,player_team,player,team,goals,rank
2024-10-19,liamdelap_ipswichtown,Liam Delap,Ipswich Town,4.0,13.0
2024-10-19,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,14.0
2024-10-19,dwightmcneil_everton,Dwight McNeil,Everton,3.0,15.0
2024-10-19,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,3.0,16.0
2024-10-19,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,17.0
2024-10-19,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,3.0,18.0
2024-10-19,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,3.0,19.0
2024-10-19,yoanewissa_brentford,Yoane Wissa,Brentford,3.0,20.0
2024-10-19,brennanjohnson_tottenham,Brennan Johnson,Tottenham,3.0,21.0
2024-10-19,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,22.0
2024-10-19,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,23.0
2024-10-19,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,24.0
2024-10-19,bukayosaka_arsenal,Bukayo Saka,Arsenal,2.0,25.0
2024-10-19,jamesmaddison_tottenham,James Maddison,Tottenham,2.0,26.0
2024-10-19,diogojota_liverpool,Diogo Jota,Liverpool,2.0,27.0
2024-10-19,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,28.0
2024-10-19,jarrodbowen_westham,Jarrod Bowen,West Ham,2.0,29.0
2024-10-19,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,30.0
2024-10-19,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,2.0,31.0
2024-10-19,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,2.0,32.0
2024-10-19,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,33.0
2024-10-19,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,34.0
2024-10-19,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,35.0
2024-10-19,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,36.0
2024-10-19,jamesjustin_leicestercity,James Justin,Leicester City,2.0,38.0
2024-10-19,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,2.0,39.0
2024-10-19,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,40.0
2024-10-19,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,41.0
2024-10-19,cameronarcher_southampton,Cameron Archer,Southampton,2.0,42.0
2024-10-19,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,2.0,44.0
2024-10-19,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,2.0,46.0
2024-10-19,joaopedro_brighton,Joao Pedro,Brighton,2.0,47.0
2024-10-19,leandrotrossard_arsenal,Leandro Trossard,Arsenal,2.0,48.0
2024-10-19,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,49.0
2024-10-19,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,52.0
2024-10-19,adamatraore_fulham,Adama Traore,Fulham,1.0,55.0
2024-10-19,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,1.0,56.0
2024-10-19,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,57.0
2024-10-19,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,59.0
2024-10-19,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,1.0,60.0
2024-10-19,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,61.0
2024-10-19,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,62.0
2024-10-19,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,67.0
2024-10-19,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,68.0
2024-10-19,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,1.0,69.0
2024-10-19,simonadingra_brighton,Simon Adingra,Brighton,1.0,75.0
2024-10-19,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,76.0
2024-10-19,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,77.0
2024-10-19,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,78.0
2024-10-19,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,81.0
2024-10-19,evanilson_bournemouth,Evanilson,Bournemouth,1.0,85.0
2024-10-19,joaofelix_chelsea,Joao Felix,Chelsea,1.0,90.0
2024-10-19,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,92.0
2024-10-19,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,95.0
2024-10-19,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,99.0
2024-10-19,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,101.0
2024-10-19,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,113.0
2024-10-19,ashleyyoung_everton,Ashley Young,Everton,0.0,116.0
2024-10-19,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,117.0
2024-10-19,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,122.0
2024-10-19,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,123.0
2024-10-19,matswieffer_brighton,Mats Wieffer,Brighton,0.0,129.0
2024-10-19,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,138.0
2024-10-19,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,139.0
2024-10-19,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,140.0
2024-10-19,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,141.0
2024-10-19,beto_everton,Beto,Everton,0.0,142.0
2024-10-19,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,143.0
2024-10-19,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,144.0
2024-10-19,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,145.0
2024-10-20,erlinghaaland_manchestercity,Erling Haaland,Manchester City,10.0,1.0
2024-10-20,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,2.0
2024-10-20,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,6.0,3.0
2024-10-20,mohamedsalah_liverpool,Mohamed Salah,Liverpool,5.0,4.0
2024-10-20,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,5.0,5.0
2024-10-20,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,5.0,6.0
2024-10-20,dannywelbeck_brighton,Danny Welbeck,Brighton,5.0,7.0
2024-10-20,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,8.0
2024-10-20,kaihavertz_arsenal,Kai Havertz,Arsenal,4.0,9.0
2024-10-20,rauljimenez_fulham,Raul Jimenez,Fulham,4.0,10.0
2024-10-20,chriswood_notthamforest,Chris Wood,Nott'ham Forest,4.0,11.0
2024-10-20,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,12.0
2024-10-20,liamdelap_ipswichtown,Liam Delap,Ipswich Town,4.0,13.0
2024-10-20,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,14.0
2024-10-20,dwightmcneil_everton,Dwight McNeil,Everton,3.0,15.0
2024-10-20,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,3.0,16.0
2024-10-20,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,17.0
2024-10-20,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,3.0,18.0
2024-10-20,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,3.0,19.0
2024-10-20,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,3.0,20.0
2024-10-20,yoanewissa_brentford,Yoane Wissa,Brentford,3.0,21.0
2024-10-20,brennanjohnson_tottenham,Brennan Johnson,Tottenham,3.0,22.0
2024-10-20,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,23.0
2024-10-20,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,24.0
2024-10-20,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,25.0
2024-10-20,bukayosaka_arsenal,Bukayo Saka,Arsenal,2.0,26.0
2024-10-20,jamesmaddison_tottenham,James Maddison,Tottenham,2.0,27.0
2024-10-20,diogojota_liverpool,Diogo Jota,Liverpool,2.0,28.0
2024-10-20,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,29.0
2024-10-20,jarrodbowen_westham,Jarrod Bowen,West Ham,2.0,30.0
2024-10-20,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,31.0
2024-10-20,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,2.0,32.0
2024-10-20,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,2.0,33.0
2024-10-20,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,34.0
2024-10-20,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,35.0
2024-10-20,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,36.0
2024-10-20,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,37.0
2024-10-20,jamesjustin_leicestercity,James Justin,Leicester City,2.0,39.0
2024-10-20,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,40.0
2024-10-20,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,41.0
2024-10-20,cameronarcher_southampton,Cameron Archer,Southampton,2.0,42.0
2024-10-20,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,2.0,44.0
2024-10-20,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,2.0,46.0
2024-10-20,joaopedro_brighton,Joao Pedro,Brighton,2.0,47.0
2024-10-20,leandrotrossard_arsenal,Leandro Trossard,Arsenal,2.0,50.0
2024-10-20,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,51.0
2024-10-20,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,54.0
2024-10-20,adamatraore_fulham,Adama Traore,Fulham,1.0,57.0
2024-10-20,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,1.0,58.0
2024-10-20,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,59.0
2024-10-20,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,61.0
2024-10-20,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,1.0,62.0
2024-10-20,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,63.0
2024-10-20,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,64.0
2024-10-20,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,70.0
2024-10-20,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,71.0
2024-10-20,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,1.0,72.0
2024-10-20,simonadingra_brighton,Simon Adingra,Brighton,1.0,78.0
2024-10-20,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,79.0
2024-10-20,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,80.0
2024-10-20,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,81.0
2024-10-20,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,84.0
2024-10-20,evanilson_bournemouth,Evanilson,Bournemouth,1.0,89.0
2024-10-20,joaofelix_chelsea,Joao Felix,Chelsea,1.0,93.0
2024-10-20,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,95.0
2024-10-20,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,97.0
2024-10-20,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,100.0
2024-10-20,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,102.0
2024-10-20,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,114.0
2024-10-20,ashleyyoung_everton,Ashley Young,Everton,0.0,117.0
2024-10-20,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,118.0
2024-10-20,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,124.0
2024-10-20,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,125.0
2024-10-20,matswieffer_brighton,Mats Wieffer,Brighton,0.0,131.0
2024-10-20,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,140.0
2024-10-20,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,141.0
2024-10-20,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,142.0
2024-10-20,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,143.0
2024-10-20,beto_everton,Beto,Everton,0.0,144.0
2024-10-20,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,145.0
2024-10-20,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,146.0
2024-10-20,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,147.0
2024-10-21,erlinghaaland_manchestercity,Erling Haaland,Manchester City,10.0,1.0
2024-10-21,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,2.0
2024-10-21,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,6.0,3.0
2024-10-21,mohamedsalah_liverpool,Mohamed Salah,Liverpool,5.0,4.0
2024-10-21,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,5.0,5.0
2024-10-21,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,5.0,6.0
2024-10-21,dannywelbeck_brighton,Danny Welbeck,Brighton,5.0,7.0
2024-10-21,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,8.0
2024-10-21,chriswood_notthamforest,Chris Wood,Nott'ham Forest,5.0,9.0
2024-10-21,kaihavertz_arsenal,Kai Havertz,Arsenal,4.0,10.0
2024-10-21,rauljimenez_fulham,Raul Jimenez,Fulham,4.0,11.0
2024-10-21,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,12.0
2024-10-21,liamdelap_ipswichtown,Liam Delap,Ipswich Town,4.0,13.0
2024-10-21,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,14.0
2024-10-21,dwightmcneil_everton,Dwight McNeil,Everton,3.0,15.0
2024-10-21,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,3.0,16.0
2024-10-21,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,17.0
2024-10-21,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,3.0,18.0
2024-10-21,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,3.0,19.0
2024-10-21,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,3.0,20.0
2024-10-21,yoanewissa_brentford,Yoane Wissa,Brentford,3.0,21.0
2024-10-21,brennanjohnson_tottenham,Brennan Johnson,Tottenham,3.0,22.0
2024-10-21,jamievardy_leicestercity,Jamie Vardy,Leicester City,3.0,23.0
2024-10-21,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,24.0
2024-10-21,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,25.0
2024-10-21,bukayosaka_arsenal,Bukayo Saka,Arsenal,2.0,26.0
2024-10-21,jamesmaddison_tottenham,James Maddison,Tottenham,2.0,27.0
2024-10-21,diogojota_liverpool,Diogo Jota,Liverpool,2.0,28.0
2024-10-21,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,29.0
2024-10-21,jarrodbowen_westham,Jarrod Bowen,West Ham,2.0,30.0
2024-10-21,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,31.0
2024-10-21,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,2.0,32.0
2024-10-21,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,2.0,33.0
2024-10-21,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,34.0
2024-10-21,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,35.0
2024-10-21,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,36.0
2024-10-21,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,37.0
2024-10-21,jamesjustin_leicestercity,James Justin,Leicester City,2.0,39.0
2024-10-21,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,40.0
2024-10-21,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,41.0
2024-10-21,cameronarcher_southampton,Cameron Archer,Southampton,2.0,42.0
2024-10-21,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,2.0,44.0
2024-10-21,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,2.0,46.0
2024-10-21,joaopedro_brighton,Joao Pedro,Brighton,2.0,47.0
2024-10-21,leandrotrossard_arsenal,Leandro Trossard,Arsenal,2.0,50.0
2024-10-21,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,51.0
2024-10-21,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,54.0
2024-10-21,adamatraore_fulham,Adama Traore,Fulham,1.0,57.0
2024-10-21,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,1.0,58.0
2024-10-21,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,59.0
2024-10-21,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,61.0
2024-10-21,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,1.0,62.0
2024-10-21,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,63.0
2024-10-21,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,64.0
2024-10-21,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,70.0
2024-10-21,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,71.0
2024-10-21,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,1.0,72.0
2024-10-21,simonadingra_brighton,Simon Adingra,Brighton,1.0,78.0
2024-10-21,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,79.0
2024-10-21,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,80.0
2024-10-21,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,81.0
2024-10-21,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,84.0
2024-10-21,evanilson_bournemouth,Evanilson,Bournemouth,1.0,89.0
2024-10-21,joaofelix_chelsea,Joao Felix,Chelsea,1.0,93.0
2024-10-21,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,95.0
2024-10-21,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,97.0
2024-10-21,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,100.0
2024-10-21,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,102.0
2024-10-21,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,114.0
2024-10-21,ashleyyoung_everton,Ashley Young,Everton,0.0,117.0
2024-10-21,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,118.0
2024-10-21,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,124.0
2024-10-21,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,125.0
2024-10-21,matswieffer_brighton,Mats Wieffer,Brighton,0.0,131.0
2024-10-21,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,140.0
2024-10-21,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,141.0
2024-10-21,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,142.0
2024-10-21,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,143.0
2024-10-21,beto_everton,Beto,Everton,0.0,144.0
2024-10-21,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,145.0
2024-10-21,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,146.0
2024-10-21,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,147.0
2024-10-25,erlinghaaland_manchestercity,Erling Haaland,Manchester City,10.0,1.0
2024-10-25,chriswood_notthamforest,Chris Wood,Nott'ham Forest,7.0,2.0
2024-10-25,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,3.0
2024-10-25,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,6.0,4.0
2024-10-25,mohamedsalah_liverpool,Mohamed Salah,Liverpool,5.0,5.0
2024-10-25,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,5.0,6.0
2024-10-25,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,5.0,7.0
2024-10-25,dannywelbeck_brighton,Danny Welbeck,Brighton,5.0,8.0
2024-10-25,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,9.0
2024-10-25,kaihavertz_arsenal,Kai Havertz,Arsenal,4.0,10.0
2024-10-25,rauljimenez_fulham,Raul Jimenez,Fulham,4.0,11.0
2024-10-25,jamievardy_leicestercity,Jamie Vardy,Leicester City,4.0,12.0
2024-10-25,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,13.0
2024-10-25,liamdelap_ipswichtown,Liam Delap,Ipswich Town,4.0,14.0
2024-10-25,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,15.0
2024-10-25,dwightmcneil_everton,Dwight McNeil,Everton,3.0,16.0
2024-10-25,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,3.0,17.0
2024-10-25,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,18.0
2024-10-25,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,3.0,19.0
2024-10-25,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,3.0,20.0
2024-10-25,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,3.0,21.0
2024-10-25,yoanewissa_brentford,Yoane Wissa,Brentford,3.0,22.0
2024-10-25,brennanjohnson_tottenham,Brennan Johnson,Tottenham,3.0,23.0
2024-10-25,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,24.0
2024-10-25,matheuscunha_wolves,Matheus Cunha,Wolves,3.0,25.0
2024-10-25,bukayosaka_arsenal,Bukayo Saka,Arsenal,2.0,26.0
2024-10-25,jamesmaddison_tottenham,James Maddison,Tottenham,2.0,27.0
2024-10-25,diogojota_liverpool,Diogo Jota,Liverpool,2.0,28.0
2024-10-25,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,2.0,29.0
2024-10-25,jarrodbowen_westham,Jarrod Bowen,West Ham,2.0,30.0
2024-10-25,morganrogers_astonvilla,Morgan Rogers,Aston Villa,2.0,31.0
2024-10-25,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,2.0,32.0
2024-10-25,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,2.0,33.0
2024-10-25,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,34.0
2024-10-25,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,35.0
2024-10-25,dominicsolanke_tottenham,Dominic Solanke,Tottenham,2.0,36.0
2024-10-25,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,2.0,37.0
2024-10-25,jamesjustin_leicestercity,James Justin,Leicester City,2.0,39.0
2024-10-25,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,40.0
2024-10-25,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,41.0
2024-10-25,cameronarcher_southampton,Cameron Archer,Southampton,2.0,42.0
2024-10-25,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,2.0,44.0
2024-10-25,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,2.0,46.0
2024-10-25,joaopedro_brighton,Joao Pedro,Brighton,2.0,47.0
2024-10-25,leandrotrossard_arsenal,Leandro Trossard,Arsenal,2.0,50.0
2024-10-25,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,51.0
2024-10-25,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,54.0
2024-10-25,adamatraore_fulham,Adama Traore,Fulham,1.0,57.0
2024-10-25,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,1.0,58.0
2024-10-25,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,59.0
2024-10-25,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,61.0
2024-10-25,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,1.0,62.0
2024-10-25,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,63.0
2024-10-25,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,64.0
2024-10-25,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,70.0
2024-10-25,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,71.0
2024-10-25,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,1.0,72.0
2024-10-25,simonadingra_brighton,Simon Adingra,Brighton,1.0,78.0
2024-10-25,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,79.0
2024-10-25,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,80.0
2024-10-25,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,1.0,81.0
2024-10-25,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,84.0
2024-10-25,evanilson_bournemouth,Evanilson,Bournemouth,1.0,89.0
2024-10-25,joaofelix_chelsea,Joao Felix,Chelsea,1.0,93.0
2024-10-25,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,95.0
2024-10-25,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,97.0
2024-10-25,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,100.0
2024-10-25,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,102.0
2024-10-25,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,115.0
2024-10-25,ashleyyoung_everton,Ashley Young,Everton,0.0,118.0
2024-10-25,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,119.0
2024-10-25,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,125.0
2024-10-25,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,126.0
2024-10-25,matswieffer_brighton,Mats Wieffer,Brighton,0.0,132.0
2024-10-25,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,141.0
2024-10-25,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,142.0
2024-10-25,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,143.0
2024-10-25,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,144.0
2024-10-25,beto_everton,Beto,Everton,0.0,145.0
2024-10-25,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,146.0
2024-10-25,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,147.0
2024-10-25,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,148.0
2024-10-26,erlinghaaland_manchestercity,Erling Haaland,Manchester City,11.0,1.0
2024-10-26,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,8.0,2.0
2024-10-26,chriswood_notthamforest,Chris Wood,Nott'ham Forest,7.0,3.0
2024-10-26,colepalmer_chelsea,Cole Palmer,Chelsea,6.0,4.0
2024-10-26,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,5.0
2024-10-26,mohamedsalah_liverpool,Mohamed Salah,Liverpool,5.0,6.0
